machine_id,machine_type,manufacturer,model_year,machine_age_years,warranty_status,operating_hours_per_day,load_percentage,vibration_level_mm_s,temperature_celsius,pressure_bar,rpm,power_consumption_kw,noise_level_db,days_since_last_maintenance,maintenance_count_last_year,last_maintenance_type,technician_skill_level,parts_replaced_count,lubrication_quality,alignment_status,ambient_temperature_c,humidity_percentage,dust_exposure_level,corrosion_level,oil_quality_index,bearing_temperature_c,current_amps,voltage_volts,torque_nm,startup_cycles_per_day,emergency_stops_count,overloads_count_last_month,failure_next_30days
MCH_00007264,Generator,ABB,2009,15,Expired,17,52,1.03,73.8,3.64,1446,32.36,74,5,3,Preventive,Junior,1,Good,Aligned,30.9,75,Low,Minor,85,61.6,47.3,414.3,251.13,3,0,2,No
MCH_00007265,Pump,Mitsubishi,2023,1,Under Warranty,11,86,0.85,59.2,5.71,1589,104.8,76,193,3,Preventive,Expert,1,Excellent,Aligned,23.9,47,Medium,None,99,57.4,16.87,461,290.8,6,0,1,No
MCH_00007266,Compressor,Other,2009,15,Expired,13,66,0.8,52.6,7.89,1972,40.27,70,21,5,Overhaul,Intermediate,4,Poor,Aligned,14.4,50,Low,None,100,44.8,51.31,467.2,241.91,2,0,0,No
MCH_00007267,Pump,Mitsubishi,2008,16,Expired,21,99,1.24,102.3,9.53,2007,131.43,75,19,1,Preventive,Intermediate,3,Good,Slightly Off,22,64,Low,Minor,76,53.2,44.3,410.8,83.5,2,0,3,Yes
MCH_00007268,Compressor,Schneider,2013,11,Expired,24,61,5.73,48.2,6.05,2204,2.87,68,34,8,Preventive,Junior,0,Excellent,Aligned,26.6,85,Low,Moderate,54,52.8,58.37,424.7,162.06,4,0,2,Yes
MCH_00007269,Compressor,ABB,2023,1,Under Warranty,8,94,1.39,51.7,2.13,1591,14.86,66,64,5,Corrective,Junior,0,Poor,Slightly Off,28,54,Medium,None,79,75.1,49.37,449.8,304.85,2,1,0,Yes
MCH_00007270,Pump,GE,2023,1,Under Warranty,19,72,2.74,81.3,10.27,1558,3.21,70,113,4,Overhaul,Senior,1,Good,Aligned,23.9,20,Medium,Moderate,49,49.3,49.57,421.7,207.65,1,0,0,No
MCH_00007271,Compressor,Siemens,2012,12,Expired,20,74,1.58,69,10.12,1345,12.49,88,107,4,Corrective,Senior,2,Fair,Aligned,20.5,52,High,Minor,71,67.5,23.85,428.8,239.81,2,0,1,Yes
MCH_00007272,Conveyor,Mitsubishi,2019,5,Expired,9,47,18.22,68.8,6.62,1650,132.35,87,41,9,Preventive,Junior,2,Poor,Aligned,14.7,37,Low,None,65,57.7,35.08,438.6,222.07,1,1,2,Yes
MCH_00007273,Motor,Schneider,2022,2,Under Warranty,23,91,5.03,83.8,12.02,1453,11.84,69,40,2,Overhaul,Intermediate,4,Good,Aligned,19.5,91,Low,Minor,87,46.5,12.22,423.6,105.77,2,3,0,No
MCH_00007274,Conveyor,GE,2007,17,Expired,11,68,1.42,62.4,8.32,1214,9.65,68,95,1,Preventive,Senior,1,Good,Aligned,26,69,High,None,100,46.1,59.87,439.7,123.27,2,0,1,Yes
MCH_00007275,Compressor,Mitsubishi,2023,1,Under Warranty,13,72,0.99,81.8,6.43,791,11.12,81,6,5,Preventive,Intermediate,2,Fair,Aligned,23,71,Low,None,81,59.2,58.6,464.3,150.78,4,1,1,No
MCH_00007276,Conveyor,Siemens,2013,11,Expired,14,76,4.59,71.2,11.62,1894,19.1,66,26,6,Overhaul,Junior,0,Excellent,Slightly Off,22,74,High,None,73,43.3,26.97,415.7,198.85,3,1,3,No
MCH_00007277,Pump,Other,2022,2,Under Warranty,20,62,0.95,59.4,9.27,1519,31.99,66,61,3,Preventive,Senior,3,Good,Aligned,6.5,45,Medium,None,58,45.3,42.94,452.7,154.5,1,0,1,No
MCH_00007278,Pump,GE,2008,16,Expired,14,74,0.43,82.6,7.68,1134,1.3,77,24,7,Corrective,Senior,0,Fair,Aligned,28.7,73,Low,None,100,64,48.5,392.7,223.26,2,1,0,No
MCH_00007279,Compressor,Schneider,2019,5,Expired,20,66,0.16,49,6.26,1192,27.9,70,1,3,Emergency,Junior,3,Good,Slightly Off,20.7,62,High,None,77,39.2,37.27,423.4,144.04,1,0,0,No
MCH_00007280,Generator,Siemens,2020,4,Expired,22,81,0.36,79.1,9.62,1917,14.69,58,13,4,Corrective,Junior,1,Excellent,Slightly Off,28.6,68,High,Severe,71,57.8,40.42,455.4,169.35,6,0,1,No
MCH_00007281,Valve,Other,2017,7,Expired,21,79,3.42,51.9,6.9,1536,5.51,65,68,0,Preventive,Intermediate,1,Fair,Slightly Off,17,64,Low,None,89,66.7,11.48,441.8,151.64,3,1,0,No
MCH_00007282,Compressor,Other,2009,15,Expired,12,68,5.13,65.7,9.73,2061,46.06,64,110,1,Overhaul,Junior,2,Excellent,Slightly Off,27.7,51,Low,Moderate,80,47.7,35.35,427.6,149.8,3,0,0,Yes
MCH_00007283,Conveyor,ABB,2007,17,Expired,14,79,0.58,52.7,9.98,1948,96.03,65,4,4,Preventive,Junior,1,Good,Aligned,25.1,74,Low,None,72,75.5,80.29,470,,3,1,1,No
MCH_00007284,Motor,Schneider,2017,7,Expired,15,90,5.2,54.8,12.59,2023,39.41,74,39,4,Corrective,Intermediate,2,Excellent,Aligned,25.4,62,Low,Minor,92,36.8,58.9,414.6,233.02,3,0,1,No
MCH_00007285,Generator,Siemens,2009,15,Expired,15,94,6.48,45.6,8.69,1998,5.45,86,31,5,Emergency,Junior,2,Excellent,Aligned,19.5,71,Low,Moderate,76,51.8,66.37,426.7,111.84,2,0,0,No
MCH_00007286,Motor,Siemens,2020,4,Expired,13,79,4.88,60.2,7.77,772,29.47,78,37,3,Corrective,Junior,3,Good,Aligned,13.5,54,Low,Moderate,31,43.5,78.67,395.8,134.16,5,0,1,No
MCH_00007287,Motor,Other,2011,13,Expired,6,80,,65.5,10.71,1853,80.16,76,27,4,Preventive,Senior,1,Poor,Aligned,29,64,Medium,None,73,63.6,48.46,455.8,222.07,5,1,0,Yes
MCH_00007288,Conveyor,Siemens,2016,8,Expired,16,69,2.77,62.6,9.38,2134,15.06,78,39,3,Corrective,Intermediate,2,Good,Slightly Off,23.8,55,High,Moderate,69,53.7,77.7,446.3,229.7,4,0,1,Yes
MCH_00007289,Motor,ABB,2005,19,Expired,19,78,1.32,62.8,9.69,1486,11.03,83,66,0,Preventive,Intermediate,1,Good,Aligned,30.3,32,High,None,75,57.1,41.28,437.6,137.38,2,1,2,No
MCH_00007290,Motor,GE,2008,16,Expired,12,84,3.26,43.6,8.12,2167,29.75,63,64,4,Corrective,Expert,2,Poor,Aligned,7.6,58,Low,Minor,48,64,18.06,439.6,277.12,2,0,1,No
MCH_00007291,Motor,Siemens,2005,19,Expired,14,74,2.36,39.8,14.02,1950,53,88,6,6,Preventive,Intermediate,1,Fair,Aligned,21.2,54,High,Minor,71,62.1,54.91,436.3,76.29,2,0,0,No
MCH_00007292,Conveyor,Siemens,2007,17,Expired,15,94,2.5,40.3,7.56,1547,221.53,66,1,5,Emergency,Expert,2,Poor,Aligned,29.5,51,Low,None,53,65.9,43.55,470.8,159.7,8,0,0,Yes
MCH_00007293,Motor,Siemens,2019,5,Expired,11,100,1.61,69.3,8.56,2366,2.16,88,23,1,Preventive,Junior,3,Fair,Aligned,22.2,58,Low,None,71,53.4,23.01,456.7,243.45,1,1,1,No
MCH_00007294,Valve,ABB,2022,2,Under Warranty,15,100,3.36,68,9.79,1801,53.69,76,24,6,Overhaul,Senior,0,Excellent,Aligned,26.6,31,High,Moderate,100,65.2,51.84,487.6,146.83,2,0,2,No
MCH_00007295,Compressor,Mitsubishi,2006,18,Expired,12,65,1.39,53.1,12.19,2156,2.94,75,40,2,Emergency,Expert,1,Excellent,Aligned,28.9,36,Low,Minor,70,63,53.19,448.5,143.08,3,0,2,Yes
MCH_00007296,Pump,ABB,2012,12,Expired,13,100,6.92,63,9.97,1297,187.64,84,13,2,Preventive,Senior,1,Excellent,Misaligned,42.1,82,Medium,None,83,60.8,44.22,441.4,143.38,4,0,1,Yes
MCH_00007297,Generator,ABB,2022,2,Under Warranty,6,64,4.39,48.9,5.02,1765,5.25,75,74,5,Preventive,Intermediate,2,Fair,Slightly Off,28.8,71,Medium,None,62,54.6,39.5,445.2,156.22,4,2,1,No
MCH_00007298,Generator,Siemens,2008,16,Expired,17,99,0.35,93.2,9.36,1748,89.65,73,16,4,Corrective,Intermediate,2,Fair,Slightly Off,23.4,45,High,Minor,75,52.1,49.01,459.5,172.86,2,0,1,No
MCH_00007299,Generator,Schneider,2005,19,Expired,20,49,7.45,46.5,8.61,1650,2.76,61,64,4,Preventive,Intermediate,2,Excellent,Aligned,23.7,57,Low,None,61,68.9,58.34,432.5,,5,2,0,Yes
MCH_00007300,Pump,GE,2017,7,Expired,14,85,0.51,69.3,10.83,1619,26.34,83,50,1,Emergency,Expert,2,Good,Slightly Off,29.7,61,High,Moderate,78,86,51.18,459.6,215.78,1,1,1,No
MCH_00007301,Pump,GE,2007,17,Expired,14,90,,62.8,9.4,1729,24.22,70,116,2,Corrective,Expert,2,Fair,Aligned,32.1,77,Low,Minor,73,45.7,56.8,451.4,330.87,3,1,0,No
MCH_00007302,Generator,Schneider,2018,6,Expired,14,59,0.6,78.7,9.08,1508,12.23,75,5,4,Preventive,Expert,0,Good,Aligned,31.4,40,Medium,None,53,66.7,44.21,435,240.75,3,0,0,No
MCH_00007303,Pump,Schneider,2011,13,Expired,21,89,4.92,78.7,6.19,1164,18.65,75,53,3,Corrective,Senior,2,Good,Aligned,32.9,78,Medium,None,74,45.4,55.54,420.2,245.76,5,0,3,Yes
MCH_00007304,Conveyor,Mitsubishi,2008,16,Expired,14,77,1.15,103.5,10.03,2562,91.01,70,11,4,Preventive,Intermediate,3,Fair,Aligned,22,50,Medium,None,73,62.4,55.47,453.9,153.45,3,1,1,No
MCH_00007305,Motor,Schneider,2022,2,Under Warranty,12,77,3.28,66.5,7.7,1904,146.13,84,5,4,Corrective,Intermediate,2,Good,Slightly Off,20.1,60,Low,Minor,59,41.6,31.12,401.9,166.59,4,2,1,No
MCH_00007306,Motor,Schneider,2022,2,Under Warranty,13,69,2.7,80.6,10.64,1640,30.7,98,1,6,Preventive,Intermediate,2,Good,Aligned,33.1,49,Medium,None,57,70.9,67.64,448.5,218.26,3,0,0,No
MCH_00007307,Pump,Siemens,2005,19,Expired,16,81,10.64,51.9,8.84,2333,29.91,65,21,3,Preventive,Intermediate,3,Poor,Aligned,23.1,39,Low,None,72,36.8,53.06,441.1,170.84,5,0,1,No
MCH_00007308,Compressor,Other,2023,1,Under Warranty,13,48,0.05,68.5,10.42,2485,43.01,78,46,4,Preventive,Senior,0,Excellent,Aligned,38.8,56,Medium,Minor,100,63.2,73.5,419.6,121.24,2,0,1,No
MCH_00007309,Pump,Siemens,2018,6,Expired,18,73,2.25,53.2,9.56,1320,153.62,68,9,6,Preventive,Intermediate,1,Fair,Aligned,22.8,70,High,Moderate,73,50.6,57.57,458.6,213.57,3,0,0,No
MCH_00007310,Pump,Schneider,2020,4,Expired,15,72,1.16,78,8.27,1882,3.21,86,29,4,Corrective,Intermediate,3,Good,Slightly Off,32.8,76,Low,Severe,61,60.1,26.64,423.1,178.65,3,0,1,No
MCH_00007311,Motor,GE,2009,15,Expired,19,91,3.49,31.3,6.09,1869,46.71,99,39,5,Preventive,Junior,1,Good,Aligned,27.3,69,Low,None,61,48.1,47.93,427.3,190.55,1,0,1,No
MCH_00007312,Valve,GE,2020,4,Expired,18,61,0.17,57.1,7.67,1755,45.24,75,13,5,Corrective,Junior,0,Fair,Aligned,26.2,43,Medium,Minor,66,45.2,48.62,434,215.95,4,1,2,No
MCH_00007313,Conveyor,Siemens,2017,7,Expired,17,65,1.75,86.1,9.7,1839,98.6,73,2,4,Preventive,Junior,1,Fair,Aligned,24,77,Low,Minor,74,65.8,66.89,465.2,211.89,2,0,0,No
MCH_00007314,Motor,ABB,2005,19,Expired,5,61,0.88,72.1,8.39,2086,15.83,70,27,6,Preventive,Junior,3,Fair,Aligned,26,51,High,None,100,74.9,72.27,432.1,185.03,2,0,5,No
MCH_00007315,Conveyor,Mitsubishi,2012,12,Expired,13,72,2.54,78.9,10.74,1929,6.62,77,53,2,Corrective,Junior,1,Excellent,Aligned,36.1,54,Medium,Minor,88,51.5,53.9,405.7,258.58,4,0,1,No
MCH_00007316,Valve,ABB,2022,2,Under Warranty,21,57,0.15,68.4,6.78,1956,176.34,50,66,5,Preventive,Intermediate,1,Fair,Slightly Off,11.8,53,Low,None,51,51.2,30.63,470,318.61,3,0,0,No
MCH_00007317,Pump,Siemens,2011,13,Expired,10,74,1.56,68,8.29,2367,12.87,85,84,1,Emergency,Intermediate,1,Fair,Aligned,30.8,65,Low,None,76,50.3,62.72,439.6,145.19,1,0,0,No
MCH_00007318,Motor,Mitsubishi,2010,14,Expired,13,83,0.45,69.4,7.24,1933,18.18,73,12,3,Preventive,Senior,1,Poor,Aligned,21.7,60,Medium,Minor,75,69.1,69.53,456.7,224,1,1,0,No
MCH_00007319,Compressor,ABB,2021,3,Under Warranty,24,60,7.2,75.6,8.06,2237,15.06,72,45,6,Preventive,Intermediate,2,Good,Aligned,31.1,39,Medium,None,79,68.8,55.85,439.6,,1,1,2,Yes
MCH_00007320,Compressor,Schneider,2006,18,Expired,10,63,,38.3,10.14,1832,58.16,85,61,4,Preventive,Expert,0,Fair,Aligned,23,66,High,Minor,79,61.8,43.26,468.2,217.34,2,0,0,No
MCH_00007321,Pump,ABB,2021,3,Under Warranty,13,82,0.09,61.2,3.78,1685,3.83,80,39,11,Preventive,Junior,3,Fair,Aligned,21.2,88,Medium,None,70,73.3,46.84,442.7,145.13,6,0,1,No
MCH_00007322,Compressor,ABB,2015,9,Expired,12,59,0.93,53.2,8.96,1724,45.21,55,2,2,Preventive,Junior,1,Good,Aligned,21.4,39,High,None,84,41.3,54.43,456.2,253.51,2,1,1,No
MCH_00007323,Pump,Mitsubishi,2016,8,Expired,20,80,0.48,62.8,7.31,2388,22.95,60,38,2,Corrective,Intermediate,2,Fair,Aligned,25.3,52,High,Minor,40,67.9,30.97,419.8,267.52,2,0,0,No
MCH_00007324,Pump,Siemens,2022,2,Under Warranty,11,92,0.13,51.7,8.72,2313,2.45,66,24,4,Corrective,Intermediate,1,Poor,Aligned,29.7,57,Low,None,66,53.7,73.94,441.1,214.86,2,0,0,Yes
MCH_00007325,Generator,Mitsubishi,2013,11,Expired,10,82,8.38,84.3,10.94,2107,89.3,81,13,3,Corrective,Senior,2,Poor,Aligned,15.9,42,Medium,None,,60.3,41.51,391.5,182.95,2,0,0,Yes
MCH_00007326,Compressor,Mitsubishi,2009,15,Expired,9,80,0.07,61.8,6.12,1851,77.19,86,79,3,Emergency,Intermediate,1,Fair,Aligned,23.8,65,Medium,None,79,43.4,43,458.2,,1,1,0,No
MCH_00007327,Generator,Siemens,2005,19,Expired,24,93,0.71,105,7.46,1872,32.77,92,55,3,Corrective,Senior,1,Good,Misaligned,26.2,62,Medium,None,87,57.7,48.28,438.7,200.11,3,0,2,No
MCH_00007328,Compressor,GE,2008,16,Expired,15,93,9.44,80.3,6.7,2503,48.12,78,25,5,Preventive,Expert,2,Fair,Aligned,13.8,72,Medium,Moderate,68,47.3,46.63,431.6,219.88,3,1,0,No
MCH_00007329,Motor,Mitsubishi,2021,3,Under Warranty,10,72,0.39,78,8.91,2337,43.68,65,17,6,Preventive,Intermediate,5,Fair,Aligned,12.8,54,Low,None,87,42.1,41.74,432,234.82,2,1,2,No
MCH_00007330,Compressor,Schneider,2021,3,Under Warranty,11,47,2.1,80.1,9.87,1869,23.31,74,85,5,Emergency,Intermediate,3,Fair,Slightly Off,24.7,47,Medium,Minor,77,44.7,84.08,443.4,212.6,2,0,0,No
MCH_00007331,Motor,Other,2019,5,Expired,19,65,6.58,27.5,8.96,1555,1.07,70,19,1,Corrective,Junior,2,Good,Aligned,18.6,54,Low,None,84,37.3,55.01,467.1,222.21,5,1,1,No
MCH_00007332,Compressor,Schneider,2023,1,Under Warranty,16,95,1.17,76.7,8.04,2393,2.04,65,88,3,Preventive,Intermediate,1,Good,Slightly Off,15.3,83,Medium,None,56,62.1,41.61,428.8,210.02,5,0,0,No
MCH_00007333,Pump,GE,2019,5,Expired,20,68,0.13,67.6,11.86,1895,0.03,74,28,3,Preventive,Senior,2,Fair,Slightly Off,20.5,47,Medium,None,83,67.4,48.49,423.1,119.92,1,0,1,No
MCH_00007334,Compressor,Siemens,2009,15,Expired,17,87,3.02,66.8,8.03,1563,177.24,73,5,5,Preventive,Junior,1,Poor,Aligned,27.4,57,Low,None,87,69.1,29.55,434.6,179.91,2,0,0,No
MCH_00007335,Motor,Siemens,2013,11,Expired,12,56,0.7,64.3,9.11,1695,2.52,70,135,4,Preventive,Junior,1,Fair,Aligned,39.7,67,Low,Moderate,52,40.9,37.9,445.4,221.34,3,0,1,Yes
MCH_00007336,Motor,Schneider,2023,1,Under Warranty,12,87,1.95,62.4,7.5,1690,8.32,74,27,3,Preventive,Expert,1,Good,Aligned,27.5,68,Medium,Minor,74,60.8,28.89,442.4,183.17,3,0,0,No
MCH_00007337,Generator,Siemens,2010,14,Expired,20,84,2.58,64.4,10.11,2028,66.42,75,31,5,Corrective,Expert,2,Fair,Aligned,18.2,61,Low,None,63,60.9,67.18,433.3,243.48,5,0,3,No
MCH_00007338,Conveyor,Siemens,2019,5,Expired,9,97,0.86,70.8,7.2,1749,4.85,60,41,2,Overhaul,Senior,2,Fair,Aligned,15.7,73,Low,Moderate,81,39.9,78.38,428.6,227.77,5,0,1,No
MCH_00007339,Motor,Siemens,2018,6,Expired,8,93,1.91,91.8,4.87,1835,58.37,72,32,1,Preventive,Expert,1,Poor,Aligned,31.5,62,Low,None,91,78.2,71.54,442.6,147.06,2,0,0,Yes
MCH_00007340,Motor,Other,2008,16,Expired,12,79,6.02,76.5,6.22,1304,79.25,72,99,6,Preventive,Junior,3,Fair,Aligned,27.8,76,Medium,None,85,51.6,43.07,429.8,,1,0,2,Yes
MCH_00007341,Motor,Mitsubishi,2006,18,Expired,21,51,1.67,73.6,8.63,1717,101.95,74,21,3,Overhaul,Expert,5,Good,Aligned,5.8,87,Medium,Moderate,90,28.6,30.16,431.2,226.57,1,0,0,No
MCH_00007342,Generator,Mitsubishi,2011,13,Expired,13,100,0.23,64.4,11.18,2510,111.14,77,29,1,Preventive,Intermediate,1,Good,Aligned,18.8,31,Low,None,54,64.8,59.69,412.3,230.8,5,0,0,No
MCH_00007343,Compressor,Siemens,2023,1,Under Warranty,14,100,2.42,59.8,3.81,1764,25.59,80,110,3,Corrective,Intermediate,1,Good,Aligned,25.7,41,High,None,100,68.3,27.51,445.6,149.18,6,0,2,No
MCH_00007344,Generator,Schneider,2006,18,Expired,11,67,2.13,47.3,8.61,2053,12.38,84,107,1,Preventive,Junior,2,Excellent,Aligned,27.1,70,Low,None,58,59.5,35.55,409.7,137.97,5,0,1,Yes
MCH_00007345,Compressor,Siemens,2022,2,Under Warranty,16,65,0.32,43.5,8.59,1854,76.02,82,17,5,Corrective,Intermediate,3,Poor,Aligned,18.9,92,Low,Minor,83,68.4,67.17,439.6,158.2,3,0,1,Yes
MCH_00007346,Compressor,ABB,2013,11,Expired,17,58,0.28,66.1,9.31,1762,7.29,68,83,3,Preventive,Senior,1,Poor,Aligned,25.9,57,Medium,None,40,39.7,76.01,445.8,219.4,3,1,0,Yes
MCH_00007347,Pump,Siemens,2016,8,Expired,18,80,0.29,49,8.51,1792,31,95,3,2,Emergency,Senior,1,Excellent,Aligned,39.7,87,High,None,71,66.1,47.12,416.8,241.82,4,0,1,No
MCH_00007348,Compressor,GE,2019,5,Expired,19,61,7.41,68.8,7.22,1194,4.68,67,39,2,Overhaul,Junior,0,Fair,Slightly Off,16,95,Medium,Severe,55,60.4,26.38,447.5,158.45,2,0,0,No
MCH_00007349,Generator,Mitsubishi,2016,8,Expired,16,68,0.92,20.7,9.12,1813,91.54,76,52,3,Preventive,Intermediate,0,Good,Slightly Off,17.8,59,Medium,None,66,22.7,34.04,442.9,79.31,3,0,1,No
MCH_00007350,Generator,ABB,2018,6,Expired,22,90,1.22,70.4,10.48,1679,50.48,68,34,2,Emergency,Expert,4,Poor,Misaligned,24.9,68,Low,Minor,87,32.2,52.07,410.1,189.5,3,1,1,Yes
MCH_00007351,Conveyor,GE,2006,18,Expired,14,60,0.36,84.7,8.75,1203,63.85,73,13,2,Corrective,Intermediate,4,Good,Aligned,18.6,62,Low,Minor,,61.7,52.05,412.8,210.74,3,2,0,No
MCH_00007352,Compressor,Siemens,2021,3,Under Warranty,15,94,4.05,65.7,8.6,2027,5.39,65,16,5,Preventive,Intermediate,1,Good,Slightly Off,17.8,70,Medium,Minor,71,61.9,63.61,425.7,150.98,1,3,0,No
MCH_00007353,Compressor,ABB,2017,7,Expired,14,76,2.5,73,7.84,1707,57.06,71,41,5,Preventive,Senior,0,Excellent,Aligned,35.4,58,Low,Moderate,96,46.7,66.24,462.3,213.13,5,0,0,No
MCH_00007354,Compressor,GE,2005,19,Expired,14,86,0.86,84.4,8.93,2165,78.22,69,31,2,Emergency,Intermediate,1,Poor,Aligned,24.7,64,Low,Minor,71,88.4,47.56,449,254.49,4,0,1,No
MCH_00007355,Conveyor,ABB,2007,17,Expired,19,63,5.74,56.3,5.18,1357,9.54,81,51,4,Preventive,Intermediate,3,Good,Aligned,13.1,41,Medium,Minor,85,66.7,41.68,474.5,214.61,1,0,1,No
MCH_00007356,Motor,GE,2017,7,Expired,20,88,1.36,45.9,8.08,1444,37.45,86,15,2,Emergency,Senior,2,Excellent,Aligned,19.1,65,Medium,Minor,68,67.4,48.17,464.2,242.41,4,0,0,No
MCH_00007357,Pump,Mitsubishi,2012,12,Expired,12,80,3.66,72.2,8.24,2640,4.73,65,58,3,Overhaul,Expert,2,Poor,Aligned,28.7,45,Medium,Moderate,81,75.8,61.54,441.5,176.23,5,0,1,No
MCH_00007358,Compressor,Siemens,2016,8,Expired,13,74,0.03,69,10.76,972,33.41,68,42,6,Emergency,Intermediate,1,Fair,Aligned,31.4,59,Low,None,92,53.2,56.2,449.3,261.12,5,0,1,No
MCH_00007359,Motor,Schneider,2015,9,Expired,22,55,5.71,61.4,11.22,1788,11.83,76,90,4,Preventive,Intermediate,2,Good,Aligned,20.9,57,Low,None,66,31.3,45.29,431.7,204.2,4,0,0,No
MCH_00007360,Valve,Mitsubishi,2018,6,Expired,8,63,3.7,69.8,6.82,1957,86.74,55,48,5,Preventive,Expert,0,Good,Aligned,41.2,39,High,Moderate,96,54.3,37.65,482.6,86.49,2,0,2,No
MCH_00007361,Compressor,Schneider,2013,11,Expired,11,71,1.22,49.7,7.92,1644,139.71,83,38,5,Preventive,Senior,3,Excellent,Aligned,32.1,31,Low,Severe,88,58,76.06,404.7,217.02,3,1,1,No
MCH_00007362,Motor,GE,2015,9,Expired,19,83,1.06,61.4,9.82,2054,4.87,80,148,5,Corrective,Intermediate,2,Poor,Slightly Off,15.5,54,Low,Moderate,81,51.6,52.63,414.8,161.78,2,0,0,No
MCH_00007363,Motor,ABB,2008,16,Expired,16,67,2.7,58.6,8.72,1785,16.29,74,36,2,Overhaul,Junior,5,Good,Aligned,10.7,57,Low,Moderate,61,62.3,55.79,503.6,187.83,1,0,2,No
MCH_00007364,Compressor,Siemens,2013,11,Expired,15,64,2.15,60.8,3.88,903,4.65,66,48,5,Corrective,Senior,2,Fair,Aligned,27.7,41,Low,Minor,54,44,60.78,461.8,180.51,7,0,2,No
MCH_00007365,Compressor,Mitsubishi,2013,11,Expired,18,46,1.23,74.9,10.03,1983,100.04,83,20,3,Corrective,Intermediate,2,Excellent,Aligned,27,53,Low,Minor,75,76.1,72.75,450.9,222.43,2,0,0,No
MCH_00007366,Pump,Mitsubishi,2020,4,Expired,14,89,0.07,53.9,7.85,1834,17.91,58,59,0,Emergency,Expert,0,Fair,Aligned,34.2,43,Low,Minor,70,50.9,31.12,423.2,220.74,1,0,1,No
MCH_00007367,Motor,Mitsubishi,2020,4,Expired,22,92,0.64,20.2,10.22,1807,159.32,80,50,6,Preventive,Junior,0,Fair,Aligned,20,43,Medium,Minor,87,59.9,73.16,457,286.02,2,0,0,No
MCH_00007368,Conveyor,Siemens,2015,9,Expired,20,51,0.52,90.2,7.11,1479,4.65,76,2,0,Preventive,Junior,2,Fair,Aligned,25.7,55,Low,Minor,57,51.1,32.68,464.1,285.5,1,0,2,Yes
MCH_00007369,Generator,Schneider,2020,4,Expired,12,85,,73.6,7.61,1282,13.49,78,28,5,Preventive,Expert,0,Fair,Aligned,16.9,67,Medium,Minor,,49.7,52.47,448.6,219.04,1,1,2,No
MCH_00007370,Compressor,Mitsubishi,2005,19,Expired,15,65,0.57,46,8.59,1935,10.5,70,60,3,Preventive,Senior,1,Excellent,Aligned,28.4,76,Low,Moderate,87,49.7,56.04,430.7,265.43,3,0,1,No
MCH_00007371,Motor,Mitsubishi,2023,1,Under Warranty,16,88,0.51,47,7.68,1454,102.62,82,110,3,Preventive,Junior,0,Excellent,Slightly Off,29.1,63,Medium,None,84,70.4,50.23,473.2,258.4,1,0,1,Yes
MCH_00007372,Pump,GE,2014,10,Expired,11,71,5.83,55,9.37,2158,110.23,83,27,1,Preventive,Junior,0,Poor,Aligned,33,48,High,Moderate,68,46.8,56.63,448.4,204.63,5,0,1,No
MCH_00007373,Compressor,Mitsubishi,2014,10,Expired,14,99,,73.4,8.14,1783,18.69,81,11,7,Preventive,Intermediate,2,Excellent,Slightly Off,21.4,59,High,Severe,75,64.5,31.06,460.4,284.46,4,0,1,No
MCH_00007374,Valve,ABB,2013,11,Expired,19,92,0.29,64.6,7.51,2273,18.95,70,37,5,Preventive,Senior,2,Excellent,Slightly Off,17.8,81,Medium,Moderate,,31.3,48.24,467.8,187.95,2,1,1,No
MCH_00007375,Pump,GE,2023,1,Under Warranty,17,65,1.12,59.7,10.34,1410,35.84,61,103,5,Corrective,Intermediate,2,Fair,Slightly Off,11.3,84,High,None,92,63.7,53.25,438.7,202.23,2,0,0,No
MCH_00007376,Compressor,Siemens,2022,2,Under Warranty,18,75,0.88,48.7,5.07,1464,98.7,87,35,4,Overhaul,Intermediate,2,Good,Aligned,36.1,55,Medium,None,61,63.4,56.49,453.9,187.04,5,0,1,No
MCH_00007377,Generator,Siemens,2021,3,Under Warranty,15,55,8.96,79.4,7.52,1542,1.37,65,28,2,Emergency,Expert,0,Good,Slightly Off,30.6,52,Low,None,79,43.9,41.44,419.9,207.2,3,3,3,Yes
MCH_00007378,Compressor,Siemens,2013,11,Expired,17,44,0.67,70.2,7.06,1954,11.38,64,234,0,Overhaul,Expert,2,Excellent,Aligned,31.1,95,Low,Minor,100,36.4,71.24,471.5,282.23,3,0,3,No
MCH_00007379,Motor,GE,2012,12,Expired,17,72,2.02,66,9.77,2488,56.87,90,176,2,Preventive,Expert,1,Good,Aligned,35.9,39,Low,Minor,58,52,54.73,423.9,154.3,2,0,2,No
MCH_00007380,Motor,Siemens,2023,1,Under Warranty,10,64,1.4,54.9,8.61,2169,4.74,92,1,5,Preventive,Intermediate,0,Excellent,Aligned,17.3,47,Low,None,65,46.9,45.5,439.2,181.55,1,0,3,No
MCH_00007381,Pump,ABB,2012,12,Expired,16,70,0.83,61.5,7.14,1550,70.24,78,14,4,Preventive,Senior,1,Good,Aligned,27.4,67,High,None,78,60.1,37.03,433.2,209.46,2,0,1,No
MCH_00007382,Conveyor,Schneider,2015,9,Expired,20,77,2.39,75.2,8.31,2223,189.58,68,87,2,Preventive,Intermediate,2,Fair,Aligned,31.3,65,Medium,Minor,71,61,42.13,448.2,185.85,3,0,0,No
